,x,y
0,0.0,27.952511349914698
1,0.1,28.01109639810441
2,0.2,28.17884486490771
3,0.30000000000000004,28.58303972365511
4,0.4,28.567621713911553
5,0.5,28.497344949486855
6,0.6000000000000001,28.550076539207886
7,0.7000000000000001,28.65459293721587
8,0.8,28.954351583963152
9,0.9,28.94411797909128
10,1.0,29.048459551135167
11,1.1,28.994811518079768
12,1.2000000000000002,29.27971829543724
13,1.3,29.289092162818726
14,1.4000000000000001,29.5058417530774
15,1.5,29.71489818213055
16,1.6,29.522607847823334
17,1.7000000000000002,29.98868851545851
18,1.8,29.63468365233317
19,1.9000000000000001,29.96740328473831
100,10.0,38.00240554216983
101,10.100000000000001,38.33029194929831
102,10.200000000000001,38.134482317752095
103,10.3,38.22523134390703
104,10.4,38.26537454574771
105,10.5,38.6173021154693
106,10.600000000000001,38.6089459225454
107,10.700000000000001,38.83445698606741
108,10.8,38.78529822214621
109,10.9,38.80840129765814
110,11.0,39.05220142772272
111,11.100000000000001,39.0458437612817
112,11.200000000000001,39.07394377776841
113,11.3,39.46754373057037
114,11.4,39.391497734249725
115,11.5,39.41577775353922
116,11.600000000000001,39.632174196605206
117,11.700000000000001,39.67570395664051
118,11.8,39.767763356798675
119,11.9,39.69994818195283
120,12.0,39.9441917100899
121,12.100000000000001,40.237421648779694
122,12.200000000000001,40.073966133092
123,12.3,40.316083107925486
124,12.4,40.364849120065415
125,12.5,40.44416020032696
126,12.600000000000001,40.585811757052646
127,12.700000000000001,40.69658551014701
128,12.8,40.96186347369453
129,12.9,40.89948625995635
130,13.0,41.099307572148234
131,13.100000000000001,41.23975066290389
132,13.200000000000001,41.245588880050335
133,13.3,41.23988611196213
134,13.4,41.12332821346812
135,13.5,41.6123788278361
136,13.600000000000001,41.56527062145946
137,13.700000000000001,41.77441189760818
138,13.8,41.92826204392444
139,13.9,41.91157577767173
140,14.0,41.92210005691651
141,14.100000000000001,42.051129971266874
142,14.200000000000001,42.23203074481512
143,14.3,42.20168735931979
144,14.4,42.526120337529754
145,14.5,42.58355540106666
146,14.600000000000001,42.61595397008198
147,14.700000000000001,42.73051545313895
148,14.8,42.80921909887049
149,14.9,42.970139572318864
150,15.0,42.95489082929554
151,15.100000000000001,43.05558497229835
152,15.200000000000001,43.289567697230595
153,15.3,43.41204930458504
154,15.4,43.377816963220916
155,15.5,43.56253834060062
156,15.600000000000001,43.66331003582662
157,15.700000000000001,43.864158706632644
158,15.8,43.67556949926507
159,15.9,44.01086684504634
160,16.0,44.06710531357448
161,16.1,43.96119198885898
162,16.2,44.07370956677689
163,16.3,44.40044232256008
164,16.400000000000002,44.638338642405266
165,16.5,44.63824783335148
166,16.6,44.662108161729314
167,16.7,44.8139389785652
168,16.8,44.8157706363943
169,16.900000000000002,44.89576650530387
170,17.0,45.23261159476101
171,17.1,45.112716931024075
172,17.2,45.20846044267628
173,17.3,45.580397251996835
174,17.400000000000002,45.6039423057362
175,17.5,45.623981566455846
176,17.6,45.67464637899847
177,17.7,45.751689725181215
178,17.8,45.959456727125136
179,17.900000000000002,45.9634831177167
180,18.0,45.90991957168941
181,18.1,46.313727727719865
182,18.2,46.180293516010714
183,18.3,46.32229588472519
184,18.400000000000002,46.422566057189435
185,18.5,46.500990416511755
186,18.6,46.62696013471978
187,18.7,46.653059285127256
188,18.8,46.7829750084745
189,18.900000000000002,46.786769642366494
190,19.0,47.06922663704925
191,19.1,47.33620625570552
192,19.200000000000003,47.244104864721855
193,19.3,47.45650503990017
194,19.400000000000002,47.34313725303433
195,19.5,47.52982493698511
196,19.6,47.72066316145349
197,19.700000000000003,47.88791067088967
198,19.8,47.68160017522912
199,19.900000000000002,47.825856713694954
20,2.0,30.03297495325833
21,2.1,30.222145500149743
22,2.2,30.182266092168177
23,2.3000000000000003,30.32379089842825
24,2.4000000000000004,30.28422178292225
25,2.5,30.368564734489013
26,2.6,30.566039228800054
27,2.7,30.866854773006136
28,2.8000000000000003,30.803983122299822
29,2.9000000000000004,31.012364285439443
30,3.0,31.0656274674822
31,3.1,31.256684001825906
32,3.2,31.193519738297418
33,3.3000000000000003,31.435003657414768
34,3.4000000000000004,31.17374973072245
35,3.5,31.517378239206845
36,3.6,31.751354072844553
37,3.7,31.869831420541047
38,3.8000000000000003,31.86025708056818
39,3.9000000000000004,31.869997085490574
40,4.0,31.877499675150396
41,4.1000000000000005,32.02666617632796
42,4.2,32.31254358591389
43,4.3,32.22965683595451
44,4.4,32.29140031978885
45,4.5,32.61960347380969
46,4.6000000000000005,32.68773078795275
47,4.7,32.79026920535501
48,4.800000000000001,32.83875763709686
49,4.9,32.99493310389626
50,5.0,33.03564550066842
51,5.1000000000000005,32.989024130305815
52,5.2,33.305180198452426
53,5.300000000000001,33.30371957675259
54,5.4,33.37468082751761
55,5.5,33.56851540053979
56,5.6000000000000005,33.37128372703896
57,5.7,33.58379375403096
58,5.800000000000001,33.960493931534884
59,5.9,34.06268080036919
60,6.0,34.128667789083394
61,6.1000000000000005,34.052285308430115
62,6.2,34.18444561685545
63,6.300000000000001,34.191676907849335
64,6.4,34.4115462241454
65,6.5,34.54163321796516
66,6.6000000000000005,34.51923942732379
67,6.7,34.617583637418335
68,6.800000000000001,34.83676011935509
69,6.9,34.97953506953618
70,7.0,35.15445480821154
71,7.1000000000000005,35.215752952339486
72,7.2,35.4400671686511
73,7.300000000000001,35.20533405151738
74,7.4,35.54574302183811
75,7.5,35.85574774932602
