,x,y
0,0.0,28.022619235171152
1,0.1,28.09158915635163
2,0.2,28.160205267402112
3,0.30000000000000004,28.22846584820422
4,0.4,28.296369206000364
5,0.5,28.363913675863373
6,0.6000000000000001,28.431097621159903
7,0.7000000000000001,28.49791943400755
8,0.8,28.564377535725324
9,0.9,28.630470377277376
10,1.0,28.696196439709684
11,1.1,28.761554234579563
12,1.2000000000000002,28.826542304377735
13,1.3,28.89115922294286
14,1.4000000000000001,28.955403595868162
15,1.5,29.019274060900166
16,1.6,29.08276928832918
17,1.7000000000000002,29.145887981371413
18,1.8,29.208628876542576
19,1.9000000000000001,29.270990744022704
20,2.0,29.332972388012116
21,2.1,29.394572647078235
22,2.2,29.4557903944932
23,2.3000000000000003,29.51662453856208
24,2.4000000000000004,29.57707402294148
25,2.5,29.63713782694842
26,2.6,29.696814965859367
27,2.7,29.756104491199242
28,2.8000000000000003,29.815005491020237
29,2.9000000000000004,29.873517090170346
30,3.0,29.931638450551446
31,3.1,29.989368771366898
32,3.2,30.046707289358306
33,3.3000000000000003,30.103653279031676
34,3.4000000000000004,30.160206052872518
35,3.5,30.216364961549964
36,3.6,30.272129394109836
37,3.7,30.32749877815641
38,3.8000000000000003,30.382472580022956
39,3.9000000000000004,30.43705030493081
40,4.0,30.491231497137072
41,4.1000000000000005,30.54501574007068
42,4.2,30.598402656456937
43,4.3,30.65139190843034
44,4.4,30.703983197635687
45,4.5,30.756176265317386
46,4.6000000000000005,30.807970892397034
47,4.7,30.859366899538987
48,4.800000000000001,30.910364147204174
49,4.9,30.960962535691927
50,5.0,31.011162005169894
51,5.1000000000000005,31.060962535691928
52,5.2,31.11036414720418
53,5.300000000000001,31.159366899538984
54,5.4,31.207970892397036
55,5.5,31.256176265317386
56,5.6000000000000005,31.30398319763568
57,5.7,31.351391908430344
58,5.800000000000001,31.398402656456938
59,5.9,31.44501574007068
60,6.0,31.491231497137072
61,6.1000000000000005,31.53705030493081
62,6.2,31.58247258002296
63,6.300000000000001,31.627498778156415
64,6.4,31.672129394109838
65,6.5,31.716364961549964
66,6.6000000000000005,31.760206052872515
67,6.7,31.803653279031685
68,6.800000000000001,31.846707289358307
69,6.9,31.889368771366893
70,7.0,31.931638450551453
71,7.1000000000000005,31.973517090170347
72,7.2,32.01500549102024
73,7.300000000000001,32.05610449119924
74,7.4,32.096814965859366
75,7.5,32.13713782694842
76,7.6000000000000005,32.17707402294148
77,7.7,32.21662453856209
78,7.800000000000001,32.255790394493204
79,7.9,32.29457264707823
80,8.0,32.332972388012124
81,8.1,32.370990744022706
82,8.200000000000001,32.40862887654258
83,8.3,32.44588798137141
84,8.4,32.48276928832918
85,8.5,32.51927406090017
86,8.6,32.555403595868164
87,8.700000000000001,32.59115922294286
88,8.8,32.626542304377736
89,8.9,32.66155423457956
90,9.0,32.696196439709695
91,9.1,32.730470377277385
92,9.200000000000001,32.76437753572533
93,9.3,32.797919434007554
94,9.4,32.831097621159905
95,9.5,32.86391367586339
96,9.600000000000001,32.89636920600037
97,9.700000000000001,32.928465848204226
98,9.8,32.96020526740212
99,9.9,32.99158915635164
100,10.0,33.02261923517116
101,10.100000000000001,33.05329725086431
102,10.200000000000001,33.0836249768387
103,10.3,33.11360421241915
104,10.4,33.14323678235565
105,10.5,33.172524536326286
106,10.600000000000001,33.201469348435246
107,10.700000000000001,33.23007311670635
108,10.8,33.25833776257209
109,10.9,33.28626523035861
110,11.0,33.313857486766665
111,11.100000000000001,33.341116520349026
112,11.200000000000001,33.36804434098427
113,11.3,33.39464297934744
114,11.4,33.42091448637771
115,11.5,33.44686093274319
116,11.600000000000001,33.472484408303316
117,11.700000000000001,33.49778702156878
118,11.8,33.52277089915957
119,11.9,33.54743818526098
120,12.0,33.571791041078114
121,12.100000000000001,33.595831644288964
122,12.200000000000001,33.6195621884963
123,12.3,33.64298488267867
124,12.4,33.666101950640666
125,12.5,33.68891563046269
